concertID,name,date,hourStart,room,city,price,genre,artist
60,David Bisbal,8-4-2023,11:00,Leon,Sala Studio 54,60,Pop,David Bisbal
61,Melendi,10-10-2023,20:00,Murcia,Plaza de Toros,37,Pop,Melendi
62,Melendi,31-5-2023,20:00,Vigo,La Iguana Club,16,Pop,Melendi
63,Melendi,12-9-2023,01:00,Marbella,Auditorio Marbella Arena,30,Pop,Melendi
64,Melendi,26-8-2023,18:00,Fuengirola,Marenostrum Fuengirola,0,Pop,Melendi
65,Melendi,29-11-2023,15:00,Madrid,Plaza de Toros de Las Ventas,59,Pop,Melendi
66,Melendi,1-7-2023,23:00,Albacete,Estadio Jose Copete,32,Pop,Melendi
67,Melendi,26-4-2023,01:00,Alicante,Palacio de Toros,32,Pop,Melendi
68,Melendi,11-7-2023,03:00,Bilbao,Bilbao Miribilla,68,Pop,Melendi
69,Melendi,21-8-2023,10:00,Madrid,Plaza de Toros de Las Ventas,35,Pop,Melendi
70,Melendi,24-7-2023,18:00,Almendralñejo,Campo de Futbol,11,Pop,Melendi
71,Melendi,16-4-2023,17:00,Madrid,WiZink Center,32,Pop,Melendi
72,Melendi,6-12-2023,20:00,Mairena del Aljarafe,Centro Hipico,15,Pop,Melendi
73,Melendi,5-9-2023,22:00,A Coruña,Coliseum,28,Pop,Melendi
74,Melendi,11-6-2023,19:00,Burgos,Coliseum Burgos,29,Pop,Melendi
75,Melendi,17-7-2023,00:00,Alicante,Palacio de Toros,47,Pop,Melendi
76,Melendi,13-4-2023,12:00,Sevilla,Estadio La Cartuja,16,Pop,Melendi
77,Melendi,4-11-2023,03:00,Sevilla,Noches de la Maestranza,26,Pop,Melendi
78,Melendi,17-5-2023,12:00,Mairena del Aljarafe,Centro Hipico,12,Pop,Melendi
79,Melendi,9-3-2023,11:00,Malaga,Palacio de Deportes Martín Carpena,56,Pop,Melendi
80,Melendi,16-6-2023,01:00,Huelva,Estadio Iberoamericano,9,Pop,Melendi
81,Alex Ubago,1-2-2023,15:00,Leon,Palacio de Congresos,1,Pop,Alex Ubago
82,Alex Ubago,9-2-2023,21:00,Zaragoza,Estadio la Romareda,30,Pop,Alex Ubago
83,Alex Ubago,12-2-2023,13:00,Madrid,Plaza de Toros de Las Ventas,8,Pop,Alex Ubago
84,Alex Ubago,10-11-2023,23:00,Leon,Plaza de Toros,18,Pop,Alex Ubago
85,Alex Ubago,11-5-2023,10:00,Madrid,Plaza de Toros de Las Ventas,0,Pop,Alex Ubago
86,Alex Ubago,25-9-2023,18:00,A Coruña,Coliseum,25,Pop,Alex Ubago
87,Alex Ubago,24-11-2023,22:00,Valencia,Black Note Club,22,Pop,Alex Ubago
88,Alex Ubago,14-9-2023,12:00,Malaga,Palacio de Deportes Martín Carpena,12,Pop,Alex Ubago
89,Alex Ubago,9-7-2023,01:00,Santiago de Compostela,Sala Capitol,29,Pop,Alex Ubago
90,Alex Ubago,5-8-2023,10:00,Pamplona,Navarra Arena,24,Pop,Alex Ubago
91,Alex Ubago,9-12-2023,00:00,Pontevdra,Sala Karma,10,Pop,Alex Ubago
92,Alex Ubago,21-8-2023,15:00,Roquetas de Mar,Plaza de Toros,28,Pop,Alex Ubago
93,Alex Ubago,30-7-2023,21:00,Pamplona,Navarra Arena,1,Pop,Alex Ubago
94,Alex Ubago,21-12-2023,19:00,Leon,Palacio de Congresos,33,Pop,Alex Ubago
95,Alex Ubago,18-11-2023,13:00,Fuengirola,Marenostrum Fuengirola,46,Pop,Alex Ubago
96,Alex Ubago,14-6-2023,20:00,Aviles,Pabellon de la Magdalena,6,Pop,Alex Ubago
97,Alex Ubago,14-6-2023,03:00,Leon,Espacio Vias,56,Pop,Alex Ubago
98,Alex Ubago,13-11-2023,12:00,Leon,Espacio Vias,68,Pop,Alex Ubago
99,Alex Ubago,7-12-2023,04:00,Barcelona,Palau Sant Jordi,54,Pop,Alex Ubago
100,Alex Ubago,22-9-2023,21:00,Leon,Sala Studio 54,66,Pop,Alex Ubago
101,Ajeandro Sanz,14-3-2023,15:00,Leon,Espacio Vias,63,Pop,Ajeandro Sanz
102,Ajeandro Sanz,26-7-2023,16:00,Leganes,La cubierta de Leganes,13,Pop,Ajeandro Sanz
103,Ajeandro Sanz,5-2-2023,18:00,Sotogrande, Santa María Polo Club,26,Pop,Ajeandro Sanz
104,Ajeandro Sanz,1-11-2023,03:00,Madrid,Plaza de Toros de Las Ventas,50,Pop,Ajeandro Sanz
105,Ajeandro Sanz,28-7-2023,22:00,Madrid,WiZink Center,41,Pop,Ajeandro Sanz
106,Ajeandro Sanz,25-7-2023,20:00,Leon,Espacio Vias,19,Pop,Ajeandro Sanz
107,Ajeandro Sanz,9-2-2023,12:00,Madrid,WiZink Center,49,Pop,Ajeandro Sanz
108,Ajeandro Sanz,4-12-2023,20:00,Leon,Plaza de Toros,18,Pop,Ajeandro Sanz
109,Ajeandro Sanz,28-9-2023,19:00,Pontevdra,Sala Karma,11,Pop,Ajeandro Sanz
110,Ajeandro Sanz,10-8-2023,13:00,Santa Cruz de Tenerife,Recinto Ferial,6,Pop,Ajeandro Sanz
111,Ajeandro Sanz,27-5-2023,10:00,Malaga,Palacio de Deportes Martín Carpena,43,Pop,Ajeandro Sanz
112,Ajeandro Sanz,30-8-2023,12:00,Madrid,WiZink Center,0,Pop,Ajeandro Sanz
113,Ajeandro Sanz,21-8-2023,02:00,Leon,Sala Studio 54,26,Pop,Ajeandro Sanz
114,Ajeandro Sanz,19-2-2023,12:00,Albacete,Estadio Jose Copete,48,Pop,Ajeandro Sanz
115,Ajeandro Sanz,27-9-2023,12:00,Barcelona,Palau Sant Jordi,51,Pop,Ajeandro Sanz
116,Ajeandro Sanz,5-6-2023,14:00,Leon,Palacio de Congresos,26,Pop,Ajeandro Sanz
117,Ajeandro Sanz,10-3-2023,13:00,Zaragoza,Estadio la Romareda,7,Pop,Ajeandro Sanz
118,Ajeandro Sanz,15-2-2023,23:00,Leon,Espacio Vias,41,Pop,Ajeandro Sanz
119,Ajeandro Sanz,3-10-2023,04:00,Leon,Sala Studio 54,44,Pop,Ajeandro Sanz
120,Ajeandro Sanz,9-3-2023,14:00,Pamplona,Navarra Arena,9,Pop,Ajeandro Sanz
121,Pablo Lopez,3-10-2023,14:00,Leganes,La cubierta de Leganes,23,Pop,Pablo Lopez
122,Pablo Lopez,28-7-2023,10:00,Leganes,La cubierta de Leganes,60,Pop,Pablo Lopez
123,Pablo Lopez,17-4-2023,16:00,Sotogrande, Santa María Polo Club,9,Pop,Pablo Lopez
124,Pablo Lopez,12-9-2023,16:00,Mairena del Aljarafe,Centro Hipico,4,Pop,Pablo Lopez
125,Pablo Lopez,17-10-2023,17:00,Santa Cruz de Tenerife,Recinto Ferial,48,Pop,Pablo Lopez
126,Pablo Lopez,26-12-2023,19:00,Barcelona,Palau Sant Jordi,63,Pop,Pablo Lopez
127,Pablo Lopez,15-9-2023,16:00,Aviles,Pabellon de la Magdalena,36,Pop,Pablo Lopez
128,Pablo Lopez,27-12-2023,15:00,Sevilla,Estadio La Cartuja,54,Pop,Pablo Lopez
129,Pablo Lopez,24-6-2023,16:00,Fuengirola,Marenostrum Fuengirola,60,Pop,Pablo Lopez
130,Pablo Lopez,17-10-2023,04:00,Las Palmas de Gran Canaria,Gran Canaria Arena,38,Pop,Pablo Lopez
131,Pablo Lopez,25-4-2023,15:00,Madrid,Plaza de Toros de Las Ventas,20,Pop,Pablo Lopez
132,Pablo Lopez,2-10-2023,21:00,Leon,Espacio Vias,19,Pop,Pablo Lopez
133,Pablo Lopez,15-2-2023,13:00,A Coruña,Coliseum,5,Pop,Pablo Lopez
134,Pablo Lopez,7-9-2023,03:00,A Coruña,Coliseum,9,Pop,Pablo Lopez
135,Pablo Lopez,30-6-2023,02:00,Sotogrande, Santa María Polo Club,3,Pop,Pablo Lopez
136,Pablo Lopez,14-5-2023,19:00,Albacete,Estadio Jose Copete,45,Pop,Pablo Lopez
137,Pablo Lopez,13-6-2023,19:00,Burgos,Coliseum Burgos,6,Pop,Pablo Lopez
138,Pablo Lopez,1-6-2023,18:00,Fuengirola,Marenostrum Fuengirola,21,Pop,Pablo Lopez
139,Pablo Lopez,28-6-2023,00:00,Barcelona,Palau Sant Jordi,2,Pop,Pablo Lopez
140,Pablo Lopez,12-8-2023,21:00,Bilbao,Bilbao Miribilla,65,Pop,Pablo Lopez
141,Chanel Terrero,10-2-2023,20:00,Las Palmas de Gran Canaria,Gran Canaria Arena,43,Pop,Chanel Terrero
142,Chanel Terrero,9-3-2023,12:00,A Coruña,Coliseum,40,Pop,Chanel Terrero
143,Chanel Terrero,17-8-2023,18:00,A Coruña,Coliseum,12,Pop,Chanel Terrero
144,Chanel Terrero,21-9-2023,18:00,Roquetas de Mar,Plaza de Toros,17,Pop,Chanel Terrero
145,Chanel Terrero,11-12-2023,11:00,Burgos,Coliseum Burgos,64,Pop,Chanel Terrero
146,Chanel Terrero,26-9-2023,10:00,Sevilla,Noches de la Maestranza,67,Pop,Chanel Terrero
147,Chanel Terrero,25-9-2023,13:00,Madrid,WiZink Center,44,Pop,Chanel Terrero
148,Chanel Terrero,13-11-2023,03:00,Barcelona,Palau Sant Jordi,5,Pop,Chanel Terrero
149,Chanel Terrero,16-7-2023,04:00,Ponferrada,Auditorio de Ponferrada,8,Pop,Chanel Terrero
150,Chanel Terrero,27-2-2023,01:00,Leon,Plaza de Toros,5,Pop,Chanel Terrero
151,Chanel Terrero,2-6-2023,02:00,Murcia,Plaza de Toros,20,Pop,Chanel Terrero
152,Chanel Terrero,5-8-2023,04:00,A Coruña,Coliseum,19,Pop,Chanel Terrero
153,Chanel Terrero,3-12-2023,19:00,Roquetas de Mar,Plaza de Toros,42,Pop,Chanel Terrero
154,Chanel Terrero,2-11-2023,04:00,A Coruña,Coliseum,18,Pop,Chanel Terrero
155,Chanel Terrero,27-2-2023,02:00,Santiago de Compostela,Sala Capitol,48,Pop,Chanel Terrero
156,Chanel Terrero,11-11-2023,00:00,Leon,Plaza de Toros,10,Pop,Chanel Terrero
157,Chanel Terrero,10-4-2023,15:00,Malaga,Palacio de Deportes Martín Carpena,49,Pop,Chanel Terrero
158,Chanel Terrero,21-4-2023,02:00,Burgos,Coliseum Burgos,0,Pop,Chanel Terrero
159,Chanel Terrero,15-9-2023,01:00,Cadiz,Muelle Ciudad,46,Pop,Chanel Terrero
160,Chanel Terrero,28-8-2023,20:00,Las Palmas de Gran Canaria,Gran Canaria Arena,43,Pop,Chanel Terrero
161,David Bustamante,10-4-2023,12:00,Murcia,Plaza de Toros,32,Pop,David Bustamante
162,David Bustamante,16-10-2023,12:00,Mallorca,Trui Son Fusteret,55,Pop,David Bustamante
163,David Bustamante,4-5-2023,17:00,Roquetas de Mar,Plaza de Toros,54,Pop,David Bustamante
164,David Bustamante,29-10-2023,04:00,Leon,Espacio Vias,8,Pop,David Bustamante
165,David Bustamante,23-2-2023,17:00,Leon,Plaza de Toros,61,Pop,David Bustamante
166,David Bustamante,2-9-2023,17:00,Mallorca,Trui Son Fusteret,24,Pop,David Bustamante
167,David Bustamante,6-4-2023,17:00,Mairena del Aljarafe,Centro Hipico,5,Pop,David Bustamante
168,David Bustamante,11-11-2023,10:00,Mairena del Aljarafe,Centro Hipico,7,Pop,David Bustamante
169,David Bustamante,16-8-2023,20:00,Fuengirola,Marenostrum Fuengirola,51,Pop,David Bustamante
170,David Bustamante,3-2-2023,23:00,Leon,Sala Studio 54,23,Pop,David Bustamante
171,David Bustamante,12-2-2023,02:00,Sevilla,Estadio La Cartuja,18,Pop,David Bustamante
172,David Bustamante,6-5-2023,03:00,Zaragoza,Auditorio de Zaragoza,33,Pop,David Bustamante
173,David Bustamante,28-2-2023,18:00,Zaragoza,Auditorio de Zaragoza,10,Pop,David Bustamante
174,David Bustamante,2-9-2023,20:00,Madrid,Plaza de Toros de Las Ventas,26,Pop,David Bustamante
175,David Bustamante,23-9-2023,19:00,Huelva,Estadio Iberoamericano,60,Pop,David Bustamante
176,David Bustamante,11-9-2023,16:00,Madrid,Civitas Metropolitano,29,Pop,David Bustamante
177,David Bustamante,3-2-2023,14:00,Marbella,Auditorio Marbella Arena,13,Pop,David Bustamante
178,David Bustamante,16-4-2023,14:00,Valencia,Black Note Club,64,Pop,David Bustamante
179,David Bustamante,25-11-2023,17:00,Fuengirola,Marenostrum Fuengirola,30,Pop,David Bustamante
180,David Bustamante,10-9-2023,11:00,Sevilla,Noches de la Maestranza,25,Pop,David Bustamante
181,Blas Cantó,18-10-2023,18:00,Ponferrada,Auditorio de Ponferrada,60,Pop,Blas Cantó
182,Blas Cantó,10-2-2023,11:00,Burgos,Coliseum Burgos,14,Pop,Blas Cantó
183,Blas Cantó,27-3-2023,11:00,Marbella,Auditorio Marbella Arena,23,Pop,Blas Cantó
184,Blas Cantó,9-2-2023,23:00,Mairena del Aljarafe,Centro Hipico,43,Pop,Blas Cantó
185,Blas Cantó,2-10-2023,22:00,Pamplona,Navarra Arena,20,Pop,Blas Cantó
186,Blas Cantó,1-3-2023,21:00,Madrid,WiZink Center,38,Pop,Blas Cantó
187,Blas Cantó,17-9-2023,18:00,Zaragoza,Estadio la Romareda,39,Pop,Blas Cantó
188,Blas Cantó,1-5-2023,19:00,Albacete,Estadio Jose Copete,39,Pop,Blas Cantó
189,Blas Cantó,21-8-2023,17:00,Valencia,Plaza de Toros,4,Pop,Blas Cantó
190,Blas Cantó,22-8-2023,12:00,Aviles,Pabellon de la Magdalena,17,Pop,Blas Cantó
191,Blas Cantó,20-10-2023,00:00,Sotogrande, Santa María Polo Club,9,Pop,Blas Cantó
192,Blas Cantó,23-11-2023,03:00,Madrid,Sala Caracol,60,Pop,Blas Cantó
193,Blas Cantó,29-4-2023,15:00,Almendralñejo,Campo de Futbol,10,Pop,Blas Cantó
194,Blas Cantó,23-7-2023,11:00,Santa Cruz de Tenerife,Recinto Ferial,0,Pop,Blas Cantó
195,Blas Cantó,7-7-2023,18:00,Valencia,Plaza de Toros,7,Pop,Blas Cantó
196,Blas Cantó,10-7-2023,02:00,Zaragoza,Estadio la Romareda,35,Pop,Blas Cantó
197,Blas Cantó,8-7-2023,03:00,Zaragoza,Auditorio de Zaragoza,64,Pop,Blas Cantó
198,Blas Cantó,29-10-2023,20:00,Roquetas de Mar,Plaza de Toros,27,Pop,Blas Cantó
199,Blas Cantó,21-5-2023,20:00,Barcelona,Palau Sant Jordi,66,Pop,Blas Cantó
200,Blas Cantó,30-6-2023,00:00,Pontevdra,Sala Karma,15,Pop,Blas Cantó
201,Alvaor Soler,14-5-2023,00:00,Santiago de Compostela,Sala Capitol,12,Pop,Alvaor Soler
202,Alvaor Soler,12-2-2023,20:00,Madrid,Civitas Metropolitano,34,Pop,Alvaor Soler
203,Alvaor Soler,10-12-2023,16:00,Pontevdra,Sala Karma,62,Pop,Alvaor Soler
204,Alvaor Soler,31-7-2023,11:00,Sevilla,Estadio La Cartuja,42,Pop,Alvaor Soler
205,Alvaor Soler,14-3-2023,23:00,Madrid,Sala Caracol,20,Pop,Alvaor Soler
206,Alvaor Soler,14-7-2023,03:00,Leon,Plaza de Toros,29,Pop,Alvaor Soler
207,Alvaor Soler,28-10-2023,16:00,Albacete,Estadio Jose Copete,39,Pop,Alvaor Soler
208,Alvaor Soler,7-5-2023,01:00,Leon,Sala Studio 54,3,Pop,Alvaor Soler
209,Alvaor Soler,8-7-2023,01:00,Zaragoza,Auditorio de Zaragoza,19,Pop,Alvaor Soler
210,Alvaor Soler,2-12-2023,23:00,Santa Cruz de Tenerife,Recinto Ferial,14,Pop,Alvaor Soler
211,Alvaor Soler,30-11-2023,12:00,Alicante,Palacio de Toros,3,Pop,Alvaor Soler
212,Alvaor Soler,27-11-2023,14:00,Leon,Sala Studio 54,5,Pop,Alvaor Soler
213,Alvaor Soler,1-12-2023,03:00,Sevilla,Noches de la Maestranza,42,Pop,Alvaor Soler
214,Alvaor Soler,30-8-2023,21:00,Sevilla,Noches de la Maestranza,39,Pop,Alvaor Soler
215,Alvaor Soler,30-8-2023,01:00,Leon,Espacio Vias,33,Pop,Alvaor Soler
216,Alvaor Soler,25-5-2023,22:00,Barcelona,Palau Sant Jordi,9,Pop,Alvaor Soler
217,Alvaor Soler,2-3-2023,13:00,Pontevdra,Sala Karma,0,Pop,Alvaor Soler
218,Alvaor Soler,10-8-2023,02:00,Valencia,Plaza de Toros,52,Pop,Alvaor Soler
219,Alvaor Soler,15-11-2023,19:00,Leganes,La cubierta de Leganes,23,Pop,Alvaor Soler
220,Alvaor Soler,23-3-2023,02:00,Zaragoza,Auditorio de Zaragoza,34,Pop,Alvaor Soler
221,Nil Moliner,13-5-2023,13:00,Zaragoza,Estadio la Romareda,48,Pop,Nil Moliner
222,Nil Moliner,22-5-2023,18:00,Valencia,Black Note Club,62,Pop,Nil Moliner
223,Nil Moliner,6-4-2023,23:00,Marbella,Auditorio Marbella Arena,31,Pop,Nil Moliner
224,Nil Moliner,12-11-2023,16:00,Madrid,WiZink Center,5,Pop,Nil Moliner
225,Nil Moliner,22-3-2023,18:00,Barcelona,Palau Sant Jordi,64,Pop,Nil Moliner
226,Nil Moliner,22-9-2023,01:00,Madrid,WiZink Center,33,Pop,Nil Moliner
227,Nil Moliner,12-9-2023,03:00,Santiago de Compostela,Sala Capitol,64,Pop,Nil Moliner
228,Nil Moliner,29-3-2023,14:00,Madrid,Civitas Metropolitano,68,Pop,Nil Moliner
229,Nil Moliner,14-3-2023,20:00,Aviles,Pabellon de la Magdalena,28,Pop,Nil Moliner
230,Nil Moliner,26-11-2023,21:00,Madrid,WiZink Center,2,Pop,Nil Moliner
231,Nil Moliner,15-8-2023,22:00,Santa Cruz de Tenerife,Recinto Ferial,68,Pop,Nil Moliner
232,Nil Moliner,3-6-2023,10:00,Leon,Palacio de Congresos,13,Pop,Nil Moliner
233,Nil Moliner,28-3-2023,04:00,Mairena del Aljarafe,Centro Hipico,49,Pop,Nil Moliner
234,Nil Moliner,10-10-2023,19:00,Roquetas de Mar,Plaza de Toros,7,Pop,Nil Moliner
235,Nil Moliner,18-11-2023,01:00,Vigo,La Iguana Club,0,Pop,Nil Moliner
236,Nil Moliner,24-8-2023,02:00,Leon,Palacio de Congresos,48,Pop,Nil Moliner
237,Nil Moliner,19-12-2023,03:00,Leganes,La cubierta de Leganes,21,Pop,Nil Moliner
238,Nil Moliner,10-11-2023,18:00,Almendralñejo,Campo de Futbol,36,Pop,Nil Moliner
239,Nil Moliner,26-11-2023,19:00,Leon,Palacio de Congresos,64,Pop,Nil Moliner
240,Nil Moliner,13-8-2023,13:00,Leon,Sala Studio 54,63,Pop,Nil Moliner
241,Cepeda,25-2-2023,11:00,Ponferrada,Auditorio de Ponferrada,17,Pop,Cepeda
242,Cepeda,11-12-2023,01:00,Huelva,Estadio Iberoamericano,54,Pop,Cepeda
243,Cepeda,7-9-2023,01:00,Santiago de Compostela,Sala Capitol,39,Pop,Cepeda
244,Cepeda,27-4-2023,14:00,Zaragoza,Estadio la Romareda,64,Pop,Cepeda
245,Cepeda,27-6-2023,11:00,Santiago de Compostela,Sala Capitol,37,Pop,Cepeda
246,Cepeda,16-9-2023,01:00,Ponferrada,Auditorio de Ponferrada,60,Pop,Cepeda
247,Cepeda,30-7-2023,02:00,Madrid,Civitas Metropolitano,11,Pop,Cepeda
248,Cepeda,5-8-2023,23:00,Murcia,Plaza de Toros,58,Pop,Cepeda
249,Cepeda,29-10-2023,18:00,Mallorca,Trui Son Fusteret,61,Pop,Cepeda
250,Cepeda,22-8-2023,16:00,Leon,Sala Studio 54,20,Pop,Cepeda
251,Cepeda,15-11-2023,04:00,Aviles,Pabellon de la Magdalena,60,Pop,Cepeda
252,Cepeda,9-3-2023,14:00,Zaragoza,Estadio la Romareda,34,Pop,Cepeda
253,Cepeda,26-6-2023,01:00,Pamplona,Navarra Arena,35,Pop,Cepeda
254,Cepeda,15-9-2023,10:00,Burgos,Coliseum Burgos,56,Pop,Cepeda
255,Cepeda,20-7-2023,12:00,Fuengirola,Marenostrum Fuengirola,64,Pop,Cepeda
256,Cepeda,11-2-2023,10:00,Santa Cruz de Tenerife,Recinto Ferial,33,Pop,Cepeda
257,Cepeda,5-4-2023,21:00,Aviles,Pabellon de la Magdalena,46,Pop,Cepeda
258,Cepeda,11-7-2023,10:00,A Coruña,Coliseum,28,Pop,Cepeda
259,Cepeda,29-12-2023,19:00,Sevilla,Noches de la Maestranza,35,Pop,Cepeda
260,Cepeda,8-7-2023,22:00,Fuengirola,Marenostrum Fuengirola,52,Pop,Cepeda
261,Vanesa Martin,9-3-2023,19:00,Burgos,Coliseum Burgos,5,Pop,Vanesa Martin
262,Vanesa Martin,11-6-2023,19:00,Leon,Plaza de Toros,42,Pop,Vanesa Martin
263,Vanesa Martin,16-7-2023,21:00,Huelva,Estadio Iberoamericano,59,Pop,Vanesa Martin
264,Vanesa Martin,26-6-2023,12:00,Madrid,Plaza de Toros de Las Ventas,31,Pop,Vanesa Martin
265,Vanesa Martin,15-9-2023,17:00,Las Palmas de Gran Canaria,Gran Canaria Arena,64,Pop,Vanesa Martin
266,Vanesa Martin,30-12-2023,22:00,Burgos,Coliseum Burgos,44,Pop,Vanesa Martin
267,Vanesa Martin,24-10-2023,12:00,Valencia,Black Note Club,16,Pop,Vanesa Martin
268,Vanesa Martin,11-8-2023,23:00,Valencia,Plaza de Toros,44,Pop,Vanesa Martin
269,Vanesa Martin,21-6-2023,19:00,Santiago de Compostela,Sala Capitol,30,Pop,Vanesa Martin
270,Vanesa Martin,9-3-2023,17:00,Roquetas de Mar,Plaza de Toros,15,Pop,Vanesa Martin
271,Vanesa Martin,3-2-2023,22:00,Malaga,Palacio de Deportes Martín Carpena,11,Pop,Vanesa Martin
